Item Number,Context
3.1.5,"Devido aos riscos levantados no estudo técnico preliminar elaborado no planejamento desta contratação, e com base nos princípios da Economicidade e Eﬁciência,"
3.1.6,"Devido às diﬁculdades encontradas no passado com contratações mensuradas em pontos de função e aos acórdãos 2.037/2019 e 1.508/2020 do Plenário do TCU, que"
3.2,Alinhamento aos Instrumentos de Planejamento Ins Ɵtucionais
3.2.1,Esta contratação está alinhada aos seguintes instrumentos de planejamento ins Ɵtucional:
3.3,EsƟmaƟva de demanda
3.4,A esƟmaƟva de demanda está descrita no APÊNDICE II do TR.
3.5,Parcelamento da Solução de TICSEI/ANS - 27143694 - Edital de Licitação https://sei.ans.gov.br/controlador.php?acao=documento_imprimir_w...
3.7,Resultados e Bene İcios a Serem Alcançados
3.7.1,"Espera-se com essa contratação, que a ANS seja capaz de agilizar seu processo de transição digital, melhorando a automação dos processos existentes com o"
4,ESPECIFICAÇÃO DOS REQUISITOS DA CONTRATAÇÃO
4.1,Requisitos de Negócio
4.1.1,Necessidade de automação e/ou melhoria na automação dos processo de trabalho das diversas áreas.
4.1.2,Necessidade de melhoria na troca de informações com os entes regulados e a sociedade em geral u Ɵlizando-se de sistemas de informação.
4.1.3,"Desenvolvimento de diversas aplicações novas, além de manutenções evolu Ɵvas, corre Ɵvas e adapta Ɵvas para adequação aos processos das áreas de negócio e da TI."
4.2,Requisitos de capacitação
4.2.1,"Em face da natureza dos serviços a serem contratados, que exige rápida e permanente atualização frente às novas tecnologias de informação, e visando manter a"
4.2.2,"A CONTRATANTE deverá informar à CONTRATADA qualquer subs Ɵtuição de ferramenta, so Ōware básico, sistemas operacionais, metodologias e outros com"
4.2.3,"A contratada poderá solicitar adequação dos proﬁssionais quanto a u Ɵlização de novas tecnologias, ferramentas de apoio, gerenciamento de projeto, desenvolvimento"
4.2.4,"Uma lista exemplo seria: metodologia ágil, análise de ponto de função, suporte à requisitos, controle de versionamento, ferramentas de apoio e automa Ɵzação de"
4.2.5,"As ações de treinamento/reciclagem serão de responsabilidade da Contratada, e não deverá constar em sua planilha de custos, uma vez que existe vedação legal ao"
4.3,Requisitos Legais
4.3.1,Lei de licitações e contratos administra Ɵvos 8.666 de 21 de junho de 1993. 4.3.2. Lei nº 10.520/2002.
4.3.3,Instrução norma Ɵva nº 1 de 4 de abril de 2019 do Ministério da Economia (ME).
4.3.4,Decreto nº 7.174 de 12 de maio de 2010.
4.3.5,"Decreto nº 9.507, de 2018."
4.3.6,Portaria nº 5.651 de 28 de junho de 2022 da SGD/ME.
4.3.7,"Instrução Norma Ɵva nº 5 de 26 de maio de 2017 do Ministério do Planejamento, Desenvolvimento e Gestão."
4.4,Requisitos de Manutenção
4.4.1,"Buscando con Ɵnuidade no fornecimento da solução de TIC em caso de falha, a ANS possui um contrato para a Sustentação dos Sistemas Corpora Ɵvos para realização"
4.5,Requisitos Temporais
4.5.1,Horários
4.5.1.1,"As a Ɵvidades que forem executadas nas dependências da contratante, ou que necessitem de interação direta com a mesma, deverão ocorrer dentro do horário de"
4.5.1.2,"A interação da contratada com determinada equipe ou ﬁscal da contratante deverá respeitar o horário de trabalho dos mesmos, cabendo à contratada planejar-se de"
4.5.1.3,"Em casos especiais, principalmente nas a Ɵvidades de apoio ao ambiente de produção, poderão ser executadas ações fora do horário de funcionamento normal da"
4.5.1.4,"Em relação às a Ɵvidades que ocorrem fora das dependências da contratante, e que não envolvam contato com funcionários desta, cabe à contratada deﬁnir seus"
4.5.2,Prazos
4.5.2.1,"Os prazos rela Ɵvos às aƟvidades desta contratação estão elencados na seção ""ESPECIFICAÇÕES TÉCNICAS"" deste TR."
4.5.2.2,O início das a Ɵvidades da contratada deverá ocorrer em até 5 dias corridos da assinatura do contrato.
4.5.2.3,A contratada deve apresentar o preposto para a contratante em até 2 dias úteis da assinatura do contrato.
4.5.2.4,A vigência do contrato será de:
4.6,Requisitos de Segurança e Privacidade
4.6.1,A CONTRATADA deverá seguir os requisitos de segurança da informação listados abaixo:
4.6.1.1,"Cumprir o que se dispõe na Lei Geral de Proteção de Dados Pessoais (LGPD) nº 13.853/2019, realizando o tratamento de informações classiﬁcadas e proteção de"
4.6.1.2,"A CONTRATADA também deverá seguir as orientações da RESOLUÇÃO ADMINISTRATIVA – RA Nº 62, DE 2 DE JUNHO DE 2015, ou versões atualizadas posteriormente,"
4.6.1.3,A CONTRATANTE se reserva o direito de realizar auditoria de Segurança da Informação e Privacidade (SIP) rela Ɵva à conformidade dos requisitos de segurança da
4.6.1.4,"Evitar vazamento de informações mantendo sigilo e privacidade, sob pena de responsabilidade civil, penal e administra Ɵva, sobre todo e qualquer assunto de"
4.6.1.5,"Fornecer as soluções de acordo com as polí Ɵcas de segurança da informação da CONTRATANTE inclusive no que cerne a registros de log e controles criptográﬁcos,SEI/ANS - 27143694 - Edital de Licitação https://sei.ans.gov.br/controlador.php?acao=documento_imprimir_w..."
4.6.1.6,"No que tange as obrigações da SIP, a CONTRATADA deve propiciar a disponibilidade da solução de TIC e garan Ɵr a conƟnuidade da solução implementada."
4.6.1.7,"Seguir a Polí Ɵca de Segurança da Informação (POSIN) da CONTRATANTE, ou equivalente, aderente ao disposto na IN GSI/PR nº 1, de 27 de maio de 2020, incluindo"
4.6.1.8,"Realizar, em conjunto com a CONTRATANTE, análise de impacto na privacidade dos dados pessoais relacionada à Solução de TIC, considerando o descrito pelo"
4.6.1.9,"No processo referente a migração dos dados do sistema legado para o novo sistema, deverá possuir e implementar processo de gestão de mudanças adequado para"
4.6.1.10,"Possuir e manter trilhas de qualidade e teste de so Ōware, e realizar desenvolvimento seguro, aderente ao disposto em disposi Ɵvo legal correlato publicado pelo"
4.6.1.11,"Os dados pessoais u Ɵlizados em ambiente de TDH (teste, desenvolvimento e homologação) devem passar por um processo de anonimização."
4.6.1.12,"A u Ɵlização dos dados pessoais em ambiente de TDH (teste, desenvolvimento e homologação), não anonimizados, deve ser autorizada pelo proprietário do a Ɵvo de"
4.6.1.13,"U Ɵlizar técnicas ou métodos apropriados para garan Ɵr exclusão ou destruição segura de dados pessoais (incluindo originais, cópias e registros arquivados), de modo"
4.6.1.14,"A aplicação desenvolvida pela CONTRATADA deverá ter funcionalidade para, ao fornecer a base de informações para órgãos de pesquisa, os dados pessoais sejam"
4.6.1.15,"Possuir e implementar polí Ɵca de privacidade que atenda aos princípios da Lei Geral de Proteção de Dados Pessoais (LGPD), a ser homologada pelo órgão"
4.6.1.16,"Implementar controles de acesso baseados em uma polí Ɵca de controle de acesso para o objeto contratado, elaborada pela CONTRATANTE em conjunto com a"
4.6.1.17,"A polí Ɵca deve estabelecer, dentre outros critérios, que se deve conceder autorizações de acesso apenas quando realmente sejam necessárias para o desempenho"
4.6.1.18,"A polí Ɵca também deve deﬁnir situações e protocolos para acesso a informações sensíveis, necessidades de não repúdio, situações que requerem auten Ɵcação via"
4.6.1.19,"U Ɵlizar recursos de segurança da informação e de tecnologia da informação de qualidade, eﬁciência e eﬁcácia reconhecidas e em versões comprovadamente"
4.6.1.20,"Reportar de imediato à CONTRATANTE incidentes que envolvam vazamento de dados, indisponibilidade ou comprome Ɵmento da informação relacionados à Solução"
4.6.1.21,O tratamento de incidentes de segurança da informação será realizado através da ferramenta de gestão de incidentes da ANS.
4.6.1.22,Implementar e manter controles e procedimentos especíﬁcos para assegurar completo e absoluto sigilo quanto a todos os dados e informações de que o preposto
4.6.1.23,Deﬁnir e executar procedimento de descarte seguro dos dados pessoais ou sigilosos da CONTRATANTE ao encerrar a execução do contrato.
4.6.1.24,"Comunicar à CONTRATANTE, de imediato, a ocorrência de transferência, promoção, remanejamento ou demissão de funcionário, para que seja providenciada a"
4.6.1.25,Informar e obter a anuência do órgão CONTRATANTE sobre a u Ɵlização de serviços de terceiros para sustentar ou viabilizar o funcionamento da Solução de TIC.
4.6.1.26,"Implementar e manter, em conjunto com a CONTRATANTE, controles e procedimentos especíﬁcos para assegurar a segurança İsica e do ambiente de acesso às"
4.6.1.27,"Apresentar à CONTRATANTE, sempre que solicitado, toda e qualquer informação e documentação que comprovem a implementação dos requisitos de SIP"
4.6.1.28,"Realizar, em conjunto com a CONTRATANTE, ou com outros órgãos por ela indicados, ações de tratamento de incidentes de SIP relacionados ao objeto do contrato,"
4.6.1.29,"A CONTRATADA deverá res Ɵtuir imediatamente à CONTRATANTE, quando do término do serviço ou quando for solicitada, qualquer informação conﬁdencial"
4.6.1.30,Indicar as diretrizes que deverão ser seguidas pela CONTRATADA para o desenvolvimento de so Ōware seguro.
4.6.1.31,"O CONTRATANTE e a CONTRATADA realizarão a análise de impacto na proteção dos dados pessoais relacionada à Solução de TIC, devendo considerar as informações"
4.6.1.32,A não observância do disposto sobre conﬁdencialidade torna a PARTE infratora sujeita às penalidades cabíveis previstas em lei.
4.7,"Requisitos Sociais, Ambientais e Culturais"
4.7.1,"A Contratada deverá atender, no que couber, o critério de sustentabilidade ambiental previsto na Instrução Norma Ɵva SLTI/MPOG nº 01, de 19 de janeiro de 2010."
4.8,Requisitos de Arquitetura Tecnológica
4.8.1,"Nos casos em que, por conveniência e oportunidade desta Autarquia, venha a ocorrer ajustes nos serviços executados de forma remota para a forma de execução"
4.9,Requisitos de Projeto e de Implementação
4.9.1,As a Ɵvidades deverão ser executadas conforme metodologia ágil e as deﬁnições do APÊNDICE I.
4.10,Requisitos de Implantação
4.10.1,"É parte do objeto da contratação em tela a implantação do novo serviço/tecnologia de TIC, que traz inovação para a Agência. Os requisitos serão deﬁnidos"
4.11,Requisitos de Garan Ɵa e ManutençãoSEI/ANS - 27143694 - Edital de Licitação https://sei.ans.gov.br/controlador.php?acao=documento_imprimir_w...
4.11.1.1,A garan Ɵa dos produtos entregues nos contratos originados por este documento dá-se por até 90 dias corridos após o ﬁm da vigência do contrato.
4.11.1.2,"A garan Ɵa técnica cobre erros ou falhas de funcionamento nos produtos desenvolvidos, não atendimento à visão do usuário, problemas de usabilidade, além do"
4.11.1.3,"As a Ɵvidades necessárias para a execução da garan Ɵa não geram custo para a contratante, sendo executadas totalmente às expensas da contratada."
4.11.1.4,"Os chamados para execução de garan Ɵa técnica devem ser atendidos de imediato pela contratada, sendo considerado o prazo de 1 dia ú Ɵl para conhecimento da"
4.11.1.4.2,"O não atendimento das condições da garan Ɵa técnica poderão incidir nos indicadores de nível de serviço, conforme avaliação da EGC, sem prejuízo das sanções"
4.11.2,GaranƟa da execução
4.11.2.1,"A Contratada apresentará, no prazo máximo de 10 (dez) dias úteis, prorrogáveis por igual período, a critério do Contratante, contado da assinatura do contrato,"
4.11.2.2,"A inobservância do prazo ﬁxado para apresentação da garan Ɵa acarretará a aplicação de multa de 0,07% (sete centésimos por cento) do valor total do contrato por"
4.11.2.3,O atraso superior a 25 (vinte e cinco) dias autoriza a Administração a promover a rescisão do contrato por descumprimento ou cumprimento irregular de suas
4.11.2.4,"A garan Ɵa assegurará, qualquer que seja a modalidade escolhida, o pagamento de:"
4.11.2.4.1,prejuízos advindos do não cumprimento do objeto do contrato e do não adimplemento das demais obrigações nele previstas; 4.11.2.4.2. prejuízos diretos
4.11.2.4.3,multas moratórias e puni Ɵvas aplicadas pela Administração à contratada; e
4.11.2.4.4,"obrigações trabalhistas e previdenciárias de qualquer natureza e para com o FGTS, não adimplidas pela contratada, quando couber."
4.11.2.5,"A modalidade seguro-garan Ɵa somente será aceita se contemplar todos os eventos indicados no item anterior, observada a legislação que rege a matéria."
4.11.2.6,"A garan Ɵa em dinheiro deverá ser efetuada em favor da Contratante, em conta especíﬁca na Caixa Econômica Federal, com correção monetária."
4.11.2.7,"Caso a opção seja por u Ɵlizar ơtulos da dívida pública, estes devem ter sido emi Ɵdos sob a forma escritural, mediante registro em sistema centralizado de liquidação"
4.11.2.8,"No caso de garan Ɵa na modalidade de ﬁança bancária, deverá constar expressa renúncia do ﬁador aos bene İcios do ar Ɵgo 827 do Código Civil."
4.11.2.9,"No caso de alteração do valor do contrato, ou prorrogação de sua vigência, a garan Ɵa deverá ser ajustada à nova situação ou renovada, seguindo os mesmos"
4.11.2.10,"Se o valor da garan Ɵa for uƟlizado total ou parcialmente em pagamento de qualquer obrigação, a Contratada obriga-se a fazer a respec Ɵva reposição no prazo"
4.11.2.11,A Contratante executará a garan Ɵa na forma prevista na legislação que rege a matéria.
4.11.2.12,Será considerada ex Ɵnta a garan Ɵa:
4.11.2.12.1,"com a devolução da apólice, carta ﬁança ou autorização para o levantamento de importâncias depositadas em dinheiro a Ɵtulo de garan Ɵa, acompanhada de"
4.11.2.12.2,"no prazo de 90 (noventa) dias após o término da vigência do contrato, caso a Administração não comunique a ocorrência de sinistros, quando o prazo será"
4.11.2.13,O garan Ɵdor não é parte para ﬁgurar em processo administra Ɵvo instaurado pela contratante com o obje Ɵvo de apurar prejuízos e/ou aplicar sanções à
4.11.2.14,"A contratada autoriza a contratante a reter, a qualquer tempo, a garan Ɵa, na forma prevista no neste Edital e no Contrato."
4.12,Requisitos de Experiência Proﬁssional
4.12.1,"Será de responsabilidade da CONTRATADA a seleção de recursos humanos, conforme qualiﬁcação e necessidade apresentada pela CONTRATANTE, para a execução de"
4.13,Requisitos de Formação da Equipe
4.13.1,"Será exigida a u Ɵlização, nos serviços contratados pela ANS, somente de pessoal capacitado para as a Ɵvidades conforme requisitos explicitados no APÊNDICE I deste"
4.13.2,"Dado a natureza desta contratação ser de execução remota podendo tornar-se presencial e vice-versa, torna-se obrigatório que todos os proﬁssionais tenham ﬂuência"
4.14,Requisitos de Metodologia de Trabalho
4.14.1,Os requisitos estão descritos no APÊNDICE I e II deste TR.
4.15,Requisitos de Segurança da Informação e Privacidade
4.15.1,Os requisitos estão descritos no item 4.6.
5,RESPONSABILIDADES
5.1,Deveres e responsabilidades da CONTRATANTE
5.1.1,"São responsabilidades da contratante aquelas descritas no art. 17, inc. I, da IN 01/2019/ME, adequadas ao Ɵpo de contratação aqui descrito."
5.1.1.1,"Resolver quaisquer conﬂitos de entendimento sobre o contrato, através da equipe de gestão do contrato."
5.1.1.2,"Deﬁnir a ação a ser executada em casos de ocorrências não previstas no contrato, mas que façam parte, ou impactem, a execução dos serviços ora contratados."
5.1.1.3,"Garan Ɵr à contratada o acesso às informações necessárias ao serviço, e os meios necessários quando este for executado nas dependências da contratante."
5.1.1.4,"Nomear Gestor e Fiscais Técnico, Administra Ɵvo e Requisitante do contrato para acompanhar e ﬁscalizar a execução dos contratos, conforme o disposto no art. 29 da"
5.1.1.5,Encaminhar formalmente as demandas para a contratada através de ordem de serviço ou outra forma de comunicação formal deﬁnida no Termo de Referência (TR).
5.1.1.6,Receber o objeto fornecido pela contratada que esteja em conformidade com este TR observando o disposto nos arts. 17 e 33 da IN 01/2019/ME.
5.1.1.7,Aplicar à contratada as sanções administra Ɵvas regulamentares e contratuais cabíveis.
5.1.1.8,"Liquidar o empenho e efetuar o pagamento à contratada, dentro dos prazos preestabelecidos em Contrato."
5.1.1.9,Comunicar à contratada todas e quaisquer ocorrências relacionadas com o fornecimento da Solução de Tecnologia da Informação.SEI/ANS - 27143694 - Edital de Licitação https://sei.ans.gov.br/controlador.php?acao=documento_imprimir_w...
5.1.1.11,"Exigir o cumprimento de todas as obrigações assumidas pela Contratada, de acordo com as cláusulas contratuais e os termos de sua proposta."
5.1.1.12,"No Ɵﬁcar a Contratada por escrito da ocorrência de eventuais imperfeições no curso da execução dos serviços, ﬁxando prazo para a sua correção."
5.1.1.13,"Pagar à Contratada o valor resultante da prestação do serviço, no prazo e condições estabelecidas no Edital e seus anexos."
5.1.1.14,"Efetuar as retenções tributárias devidas sobre o valor da Nota Fiscal/Fatura fornecida pela contratada, no que couber, em conformidade com o item 6 do Anexo XI"
5.2,Deveres e responsabilidades da CONTRATADA
5.3,"São responsabilidades da contratada aquelas descritas no art. 17, inc. II, da IN 01/2019/ME, adequadas ao Ɵpo de contratação aqui descrito."
5.4,Indicar formalmente e manter durante toda a vigência do contrato preposto com experiência comprovada em gerência de projeto e na plataforma.
5.5,"Indicar formalmente, na ausência do preposto, subs Ɵtuto com mesma qualiﬁcação."
5.6,"Atender prontamente quaisquer orientações e exigências da EGC, inerentes à execução do objeto contratual."
5.7,"Reparar quaisquer danos diretamente causados à contratante ou a terceiros por culpa ou dolo de seus representantes legais, prepostos ou empregados, em decorrência"
5.8,"Propiciar todos os meios necessários à ﬁscalização do contrato pela contratante, cujo representante terá poderes para sustar o fornecimento, total ou parcial, em"
5.9,"Manter, durante toda a execução do contrato, as mesmas condições da habilitação."
5.10,"Manter, durante a execução do Contrato, equipe técnica composta por proﬁssionais devidamente habilitados, treinados e qualiﬁcados para a execução dos serviços"
5.10.1,"Fornecer, quando solicitado, comprovação de qualiﬁcação técnica de seus proﬁssionais, por meio de cer Ɵﬁcações nas ferramentas, e de forma complementar, quando"
5.10.2,Os cer Ɵﬁcados citados no subitem anterior podem ser aqueles fornecidos pelo fabricante da plataforma ou aqueles relacionados à gerência de projetos ou
5.10.3,"Não será abonado no ""Indicador de prazo de início de execução de serviço"" a demora da contratada em apresentar proﬁssional com a devida comprovação de"
5.11,"Manter a capacidade necessária para a execução das a Ɵvidades contratuais, nos níveis deﬁnidos neste termo de referência, durante toda a vigência do contrato."
5.12,Ceder os direitos de propriedade intelectual e direitos autorais da Solução de Tecnologia da Informação sobre os diversos artefatos e produtos produzidos ao longo do
5.13,Propiciar o acesso às suas dependências a representante da contratante designado para executar diligência nas mesmas.
5.14,Manter sigilo sobre toda e qualquer informação a que Ɵver acesso em relação à contratante e todos que se relacionam com a mesma.
5.15,"Reparar, corrigir, remover ou subs Ɵtuir, às suas expensas, no total ou em parte, no prazo ﬁxado pelo ﬁscal do contrato, os serviços efetuados em que se veriﬁcarem"
5.16,"Responsabilizar-se por todas as obrigações trabalhistas, sociais, previdenciárias, tributárias e as demais previstas na legislação especíﬁca, cuja inadimplência não"
5.17,"Apresentar à Contratante, quando for o caso, a relação nominal dos empregados que adentrarão o órgão para a execução do serviço."
5.18,"Atender às solicitações da Contratante quanto à subs Ɵtuição de proﬁssionais que atendem aos serviços do contrato, no prazo ﬁxado pelo ﬁscal do contrato, nos casos"
5.19,Instruir seus empregados quanto à necessidade de acatar as normas internas da Administração.
5.20,"Instruir seus empregados a respeito das a Ɵvidades a serem desempenhadas, alertando-os a não executar a Ɵvidades não abrangidas pelo contrato, devendo a"
5.21,Relatar à Contratante toda e qualquer irregularidade veriﬁcada no decorrer da prestação dos serviços.
5.22,"Não permi Ɵr a uƟlização de qualquer trabalho do menor de dezesseis anos, exceto na condição de aprendiz para os maiores de quatorze anos; nem permi Ɵr a uƟlização"
5.23,"Executar os serviços conforme especiﬁcações deste Termo de Referência e de sua proposta, com a alocação dos empregados necessários ao perfeito cumprimento das"
5.24,"Responsabilizar-se pelos vícios e danos decorrentes da execução do objeto, de acordo com os ar Ɵgos 14 e 17 a 27, do Código de Defesa do Consumidor (Lei nº 8.078, de"
6,MODELO DE EXECUÇÃO DO CONTRATO
6.1,RoƟnas de Execução
6.1.1,A execução dos contratos originados por este TR é regida pelo rito da Instrução norma Ɵva nº 1 de 4 de abril de 2019 do Ministério da Economia.
6.1.2,O modelo para a prestação dos serviços desta contratação é baseado no conceito de delegação de responsabilidade. Esse conceito deﬁne:
6.1.3,"A Contratante como responsável pela gestão do contrato, e pelo ateste de resultados a Ɵngidos através da sua aderência quanto aos bene İcios esperados pelos"
6.1.4,"A Contratada como responsável pela execução dos serviços, dentro dos padrões mínimos de qualidade, e de acordo com os requisitos dos usuários, e gestão dos"
6.1.5,A ﬁm de garan Ɵr a segregação de funções para a correta execução do contrato é vedada a alocação de um mesmo proﬁssional para a prestação de serviços em mais de
6.1.6,"Vale ressaltar que a natureza dos serviços requer o atendimento tempes Ɵvo as diversas demandas de sistemas de TI da ANS. Por esse mo Ɵvo, será exigida da"
6.1.7,Resumo do ﬂuxo de execução - Contrato
6.1.7.1,"Quanto aos papéis e responsabilidades, a equipe responsável pela ﬁscalização do contrato será composta por:"
6.1.8,QuanƟdade mínima de bens ou serviços para comparação e controle
6.1.9,"O Item 1 do Grupo 1, descreve serviços de execução única ou con Ɵnuada."
6.1.10,"Para o Item 2 do Grupo 1, acredita-se que pelo menos 50% das solicitações serão geradas durante a vigência do contrato."
6.1.11,"Para o Item 3 do Grupo 1, acredita-se que poderá ser gerada uma solicitação durante a vigência do contrato, havendo chance de nenhuma ser gerada."
6.1.12,"Para o Item 4 do Grupo 2, acredita-se que deverá ser u Ɵlizado, pelo menos, 70% do quan ƟtaƟvo de sprints durante a vigência do contrato."
6.1.13,"Os quan ƟtaƟvos de cada item encontram-se na tabela da seção ""DO OBJETO DA CONTRATAÇÃO""."
6.2,Mecanismos formais de comunicação
6.2.1,"São meios formais de comunicação, além daqueles deﬁnidos no âmbito da administração pública (o İcio, carta etc.), mensagens de correio eletrônico (e-mail) e, se"
6.2.2,"A contratada deverá fornecer um endereço de e-mail para a contratante poder contactá-la, no seguinte padrão: contrato-low-code@dominio, ou conforme acordado"
6.3,Manutenção de Sigilo e Normas de Segurança
6.3.1,"A CONTRATADA deverá manter sigilo absoluto sobre quaisquer dados e informações con Ɵdos em quaisquer documentos e mídias, incluindo os equipamentos e seus"
6.3.2,"O Termo de Compromisso, contendo declaração de manutenção de sigilo e respeito às normas de segurança vigentes na en Ɵdade , a ser assinado pelo representante"
6.3.3,"Nas renovações ou prorrogações contratuais, a Contratante poderá reavaliar os requisitos de segurança da informação e privacidade previstos no contrato e, caso"
6.4,Local de Execução dos serviços
6.4.1,"Em geral os serviços serão realizados e entregues à distância, na própria plataforma contratada, ou através de ferramenta on-line, conforme descrito na seção"
6.4.2,"Havendo necessidade de execução de serviços nas dependências da contratante, este deverá ocorrer no endereço da sede no rio de janeiro, ou nas instalações da"
6.4.3,"Sede da ANS: Av. Augusto Severo, 84, Glória – Rio de Janeiro/RJ."
6.5,Subcontratação
6.5.1,"Não será admi Ɵda subcontratação do objeto licitatório, a não ser para o serviço de nuvem, conforme as deﬁnições deste Termo de Referência."
6.6,Encerramento dos serviços - Término do contrato
6.6.1,"Em razão da natureza estratégica destas contratações, as CONTRATADAS são obrigadas, nos úl Ɵmos 60 dias de vigência contratual, a promover a transição contratual"
6.6.2,"No caso da aplicação do subitem anterior, a CONTRATADA deverá ser no Ɵﬁcada do início do período de transição com pelo menos 30 (trinta) dias corridos de"
6.6.3,"Vale ressaltar que todos os projetos entregues e recém-implantados, no momento desta transição dos serviços, estarão sujeitos à garan Ɵa dos serviços. Ou seja, as"
7,MODELO DE GESTÃO DO CONTRATO
7.1,Critérios de Aceitação
7.1.1,"Os serviços serão recebidos provisoriamente no prazo de 15 (quinze) dias, pelo(s) responsável(is) pelo acompanhamento e ﬁscalização do contrato, para efeito de"
7.1.2,"Os serviços poderão ser rejeitados, no todo ou em parte, quando em desacordo com as especiﬁcações constantes neste Termo de Referência e na proposta, devendo"
7.1.3,"Os serviços serão recebidos deﬁni Ɵvamente no prazo de 15 (quinze) dias, contados do recebimento provisório, após a veriﬁcação da qualidade e quan Ɵdade do serviço"
7.1.3.1,"Na hipótese de a veriﬁcação a que se refere o subitem anterior não ser procedida dentro do prazo ﬁxado, reputar-se-á como realizada, consumando-se o recebimento"
7.1.3.1.1,"O serviço poderá ser avaliado posteriormente, e, sendo constatadas falhas que incidam nos indicadores previstos no TR, deverá ser realizada a cobrança através do"
7.1.4,"Para efeito de recebimento provisório, ao ﬁnal de cada período mensal, os ﬁscais técnico e requisitante do contrato irão apurar o resultado das avaliações da execução"
7.1.5,"O recebimento deﬁni Ɵvo, ato que concre Ɵza o ateste da execução dos serviços, será realizado pelos ﬁscais requisitante e técnico do contrato."
7.1.5.1,"O gestor do contrato analisará os relatórios e toda documentação apresentada pela ﬁscalização técnica, requisitante e administra Ɵva; caso haja irregularidades que"
7.1.5.2,"O gestor emi Ɵrá termo circunstanciado para efeito de autorização de faturamento dos serviços prestados, com base nos relatórios e documentação apresentados, e"
7.1.6,O recebimento provisório ou deﬁni Ɵvo do objeto não exclui a responsabilidade da Contratada pelos prejuízos resultantes da incorreta execução do contrato.
7.1.7,A gestão dos contratos originados por este TR é regida pelo rito da Instrução norma Ɵva nº 1 de 4 de abril de 2019 do Ministério da Economia.
7.1.8,"O acompanhamento do contrato, de seus indicadores e informações de ﬁscalização será feito através de sistema informa Ɵzado especíﬁco da contratante."
7.2,Procedimentos de Teste e Inspeção
7.2.1,Será realizada análise da qualidade através da aferição dos respec Ɵvos indicadores de níveis de serviço (INS) .
7.3,Níveis Mínimos de Serviço Exigidos
7.3.1,Para todos os grupos:SEI/ANS - 27143694 - Edital de Licitação https://sei.ans.gov.br/controlador.php?acao=documento_imprimir_w...
7.3.2,Para o Grupo 1:
7.3.3,Para o Grupo 2:
7.4,Orientações de U Ɵlização dos Indicadores
7.4.1,Os serviços descritos neste TR deverão cumprir os prazos deﬁnidos. Em caso de não cumprimento serão executadas glosas conforme deﬁnido nos Indicadores 1 e 2 .
7.4.2,"Nos serviços em que forem elaboradas documentações, as mesmas devem seguir os padrões deﬁnidos pela contratante. Caso um documento esteja fora dos padrões,"
7.4.3,"Os padrões de documentos serão repassados pela contratante durante a execução do contrato, e deverão ser solicitados sempre que for iniciado o serviço. Caso não"
7.4.4,"Os serviços deﬁnidos neste TR devem ser executados com qualidade compa Ɵvel com as melhores prá Ɵcas de mercado, caso haja falha, ou seja percebido que um"
7.4.5,"Caso um serviço que foi reexecutado, conforme descrito nos subitens anteriores, con Ɵnue apresentando problemas, deverá ser aplicado o Indicador 4 , contando a"
7.4.6,"Caso a contratada se recuse a consertar determinada demanda, ou seja considerada sua incapacidade após algumas tenta Ɵvas, cuja quan Ɵdade ﬁcará a critério da EGC,"
7.4.7,"É obrigação da contratada passar sempre informações corretas sobre os serviços constantes neste TR, tanto em relação às caracterís Ɵcas das ferramentas, plataforma,"
7.4.8,A plataforma deve ser disponibilizada na arquitetura de infraestrutura deﬁnida e manter-se em funcionamento de acordo com o nível de disponibilidade exigido neste
7.4.9,"Os indicadores 8, 9 e 10  foram baseados naqueles deﬁnidos na portaria 5.651/2022 da SGD/ME, e se aplicam exclusivamente ao acompanhamento da execução das"
7.4.10,"Todo serviço que con Ɵver vícios, ou erros, deverá ser refeito, independente de ter a Ɵngido os níveis dos indicadores de qualidade, a qualquer momento, conforme"
7.4.11,"Os indicadores aqui descritos são aplicados cumula Ɵvamente, a não ser que esteja explícita a impossibilidade neste TR."
7.4.12,"Cabe somente à EGC decidir sobre a não aplicação de determinado indicador conforme avaliação de jus ƟﬁcaƟva da contratada, nos casos em que couber."
7.4.13,"Nenhuma das ações deﬁnidas nos indicadores e nas cláusulas acima isenta a contratada das sanções previstas neste TR, no contrato e na legislação per Ɵnente."
7.5,Sanções Administra Ɵvas e Procedimentos para retenção ou glosa no pagamento
7.5.1,"A contratada poderá sofrer retenções e glosas conforme os critérios e procedimentos descritos no item ""MODELO DE GESTÃO DO CONTRATO"" deste documento, sem"
7.5.2,"Além disso, comete infração administra Ɵva nos termos da Lei nº 8.666, de 1993 e da Lei nº 10.520, de 2002, a Contratada que:"
7.5.2.1,inexecutar total ou parcialmente qualquer das obrigações assumidas em decorrência da contratação;
7.5.2.2,ensejar o retardamento da execução do objeto;
7.5.2.3,fraudar na execução do contrato;
7.5.2.4,comportar-se de modo inidôneo;
7.5.2.5,cometer fraude ﬁscal;
7.5.2.6,não man Ɵver a proposta.
7.5.3,"A Contratada que cometer qualquer das infrações citadas no subitem acima ﬁcará sujeita, sem prejuízo da responsabilidade civil e criminal, às seguintes sanções:"
7.5.3.1,"advertência por faltas leves, assim entendidas aquelas que não acarretem prejuízos signiﬁca Ɵvos para a Contratante;"
